Usuario,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10
Usuario89527,3,3,4,5,2,3,1,5,2,3
Usuario89528,3,3,1,2,2,3,1,3,3,1
Usuario89529,1,4,5,4,3,4,5,4,5,4
Usuario89530,5,2,4,5,1,1,4,3,5,5
Usuario89531,4,3,4,2,3,4,5,5,5,3
Usuario89532,4,1,2,5,4,1,5,3,3,5
Usuario89533,1,2,5,2,3,5,2,2,1,2
Usuario89534,5,1,3,5,2,1,1,1,1,1
Usuario89535,1,1,3,4,5,1,1,3,4,4
Usuario89536,2,1,3,1,5,1,4,4,1,2
Usuario89537,5,4,2,2,2,2,4,5,2,5
Usuario89538,2,3,4,2,1,3,5,2,2,3
Usuario89539,5,3,5,5,2,4,3,5,4,3
Usuario89540,3,3,2,3,3,2,2,5,3,3
Usuario89541,5,2,5,4,3,4,5,1,3,5
Usuario89542,1,4,2,2,4,3,1,5,2,5
Usuario89543,4,2,5,4,5,2,3,4,2,2
Usuario89544,4,3,2,1,1,4,4,4,3,2
Usuario89545,4,4,2,4,4,1,2,1,4,1
Usuario89546,5,4,2,4,3,5,2,5,3,3
Usuario89547,1,2,4,5,3,5,3,5,3,3
Usuario89548,3,5,2,3,4,3,3,2,5,3
Usuario89549,4,1,1,2,1,5,3,1,3,4
Usuario89550,1,1,1,5,4,1,3,5,5,3
Usuario89551,2,1,4,2,4,3,4,5,2,4
Usuario89552,3,2,1,2,2,2,5,1,2,4
Usuario89553,1,3,1,1,1,1,1,1,1,3
Usuario89554,3,1,5,3,4,2,1,4,1,5
Usuario89555,3,5,2,2,2,3,1,1,5,2
Usuario89556,2,1,2,3,5,2,5,1,1,5
Usuario89557,3,1,1,1,4,5,4,1,1,5
Usuario89558,2,2,2,2,1,1,5,4,3,5
Usuario89559,5,1,4,1,1,3,3,2,5,1
Usuario89560,1,5,1,1,5,4,2,1,3,1
Usuario89561,5,5,1,5,5,3,2,5,5,3
Usuario89562,1,5,5,4,2,2,4,4,5,4
Usuario89563,3,5,4,2,5,4,3,2,5,3
Usuario89564,5,4,3,5,4,3,3,4,1,2
Usuario89565,1,3,3,2,2,2,2,3,4,4
Usuario89566,4,5,1,3,3,2,4,5,1,3
Usuario89567,2,5,4,1,2,5,5,4,4,1
Usuario89568,4,4,3,3,5,3,2,2,4,4
Usuario89569,4,2,4,1,2,1,5,2,3,3
Usuario89570,5,1,1,3,3,4,3,1,3,2
Usuario89571,4,3,2,4,2,1,4,3,4,3
Usuario89572,4,3,5,2,3,2,2,2,1,3
Usuario89573,4,1,5,2,1,4,1,2,2,3
Usuario89574,2,3,3,3,4,5,3,5,1,4
Usuario89575,2,1,3,4,4,1,4,3,1,1
Usuario89576,3,3,3,1,3,3,1,3,3,5
Usuario89577,4,5,4,3,4,2,2,1,1,1
Usuario89578,1,1,4,5,1,1,1,1,1,1
Usuario89579,4,1,3,3,5,1,2,5,2,5
Usuario89580,3,3,3,2,2,5,3,1,2,3
Usuario89581,1,4,3,5,1,1,5,5,3,5
Usuario89582,4,2,3,5,2,2,4,4,4,4
Usuario89583,2,1,5,5,1,2,3,1,3,2
Usuario89584,1,3,1,3,1,5,4,5,5,5
Usuario89585,3,4,1,1,1,3,2,2,4,2
Usuario89586,2,5,4,4,2,4,5,2,4,1
Usuario89587,5,2,1,4,3,2,5,5,2,4
Usuario89588,1,1,1,1,5,5,4,3,2,5
Usuario89589,2,1,5,3,4,1,2,2,2,2
Usuario89590,2,1,5,3,4,1,3,5,1,1
Usuario89591,1,3,4,1,2,1,2,3,4,1
Usuario89592,4,4,5,5,5,2,2,3,5,2
Usuario89593,3,3,1,3,2,5,5,4,5,5
Usuario89594,4,3,1,2,4,1,5,3,4,1
Usuario89595,5,2,4,4,4,4,5,1,4,1
Usuario89596,5,4,3,5,5,1,2,5,2,2
Usuario89597,1,1,5,4,4,2,2,2,4,2
Usuario89598,5,4,5,4,3,3,2,3,2,3
Usuario89599,4,3,2,4,4,2,2,1,3,3
Usuario89600,4,5,4,1,2,3,5,2,4,2
Usuario89601,2,5,4,2,5,4,4,1,4,5
Usuario89602,3,2,5,5,3,2,5,5,3,2
Usuario89603,1,2,2,3,2,5,1,3,1,3
Usuario89604,4,5,3,3,5,4,3,2,2,5
Usuario89605,3,4,5,1,5,2,3,4,2,4
Usuario89606,2,2,5,5,4,5,3,4,4,1
Usuario89607,1,2,1,3,3,3,2,3,2,4
Usuario89608,5,2,5,4,5,1,5,4,2,3
Usuario89609,4,1,5,3,5,1,4,5,3,1
Usuario89610,4,3,5,3,4,5,3,1,5,1
Usuario89611,2,3,5,4,3,4,4,5,1,1
Usuario89612,5,3,2,5,2,5,2,1,1,1
Usuario89613,1,2,3,4,2,5,2,5,5,1
Usuario89614,4,1,5,4,3,2,4,3,2,4
Usuario89615,2,5,2,2,5,4,3,1,3,5
Usuario89616,5,5,2,1,4,2,1,2,1,4
Usuario89617,2,5,4,4,2,3,1,4,2,3
Usuario89618,3,5,5,3,2,3,5,2,4,1
Usuario89619,3,4,3,4,4,3,1,4,2,5
Usuario89620,2,4,5,5,5,3,4,4,4,5
Usuario89621,2,3,3,5,2,1,1,5,4,2
Usuario89622,5,5,1,3,2,4,5,1,5,1
Usuario89623,5,2,2,1,5,5,4,1,4,2
Usuario89624,3,3,4,3,5,2,2,1,5,1
Usuario89625,2,3,3,2,1,3,2,1,4,1
Usuario89626,4,1,2,1,4,4,2,1,3,1
Usuario89627,2,5,4,1,5,4,3,2,1,3
Usuario89628,2,1,4,3,2,3,5,4,2,4
Usuario89629,4,1,3,4,2,2,2,4,2,2
Usuario89630,1,3,1,2,3,4,5,4,5,2
Usuario89631,2,4,1,2,4,3,2,1,3,3
Usuario89632,4,2,4,5,3,5,3,2,1,3
Usuario89633,4,5,4,1,3,1,2,4,1,1
Usuario89634,4,1,4,2,1,1,2,3,1,3
Usuario89635,5,3,4,3,3,1,1,3,2,4
Usuario89636,4,4,1,4,2,3,4,4,4,1
Usuario89637,3,2,3,5,2,3,2,2,1,2
Usuario89638,1,1,3,3,3,4,5,4,5,4
Usuario89639,4,1,3,5,3,4,3,5,3,2
Usuario89640,3,2,1,3,1,5,3,4,2,4
Usuario89641,5,3,1,2,2,2,2,2,4,1
Usuario89642,1,1,3,5,1,3,5,3,1,2
Usuario89643,1,2,2,1,4,1,3,3,1,5
Usuario89644,3,1,3,4,4,3,3,4,5,1
Usuario89645,1,4,3,1,2,3,3,3,4,5
Usuario89646,1,3,1,1,3,2,4,4,1,5
Usuario89647,3,5,5,4,1,4,3,5,4,4
Usuario89648,1,3,3,1,1,4,5,2,4,3
Usuario89649,3,4,1,5,3,2,5,1,2,5
Usuario89650,4,3,3,4,1,2,5,3,3,5
Usuario89651,1,3,4,2,5,5,4,3,5,1
Usuario89652,2,2,2,3,5,4,5,2,3,1
Usuario89653,1,4,5,3,3,1,5,4,5,1
Usuario89654,3,1,5,2,2,4,4,3,5,5
Usuario89655,1,3,3,2,2,2,1,4,2,3
Usuario89656,2,2,4,2,2,2,3,4,3,1
Usuario89657,3,5,3,3,3,2,5,5,2,5
Usuario89658,5,5,5,2,4,4,4,1,1,4
Usuario89659,2,2,3,5,1,3,2,4,3,1
Usuario89660,3,5,1,2,5,3,1,5,2,1
Usuario89661,3,5,5,2,4,4,2,1,1,1
Usuario89662,3,5,4,2,4,5,3,5,1,3
Usuario89663,4,5,2,5,4,3,1,5,2,5
Usuario89664,5,5,5,5,4,3,4,1,4,2
Usuario89665,1,4,3,4,4,5,5,2,4,4
Usuario89666,5,4,1,5,5,3,2,1,3,4
Usuario89667,5,4,2,3,3,4,1,1,5,2
Usuario89668,1,4,1,3,2,4,3,3,4,1
Usuario89669,4,1,1,4,1,4,3,4,5,5
Usuario89670,2,4,4,2,1,2,2,1,3,3
Usuario89671,5,2,1,4,5,3,1,5,3,1
Usuario89672,2,2,5,4,2,2,3,3,3,5
Usuario89673,2,2,5,1,3,2,1,1,1,5
Usuario89674,3,1,5,3,5,2,2,5,2,5
Usuario89675,4,1,5,3,1,3,1,4,5,4
Usuario89676,3,2,1,2,4,2,4,1,1,2
Usuario89677,2,3,3,4,2,5,2,3,3,4
Usuario89678,5,4,2,5,4,5,1,4,4,4
Usuario89679,3,1,2,1,4,1,5,5,5,1
Usuario89680,4,1,2,5,1,5,1,5,3,1
Usuario89681,4,3,2,5,2,1,5,5,2,1
Usuario89682,3,4,3,1,5,5,4,2,2,3
Usuario89683,5,5,4,4,1,1,4,1,2,3
Usuario89684,1,4,2,4,5,1,3,1,2,1
Usuario89685,1,4,5,1,1,4,4,1,2,1
Usuario89686,1,1,5,5,3,1,1,2,1,4
Usuario89687,3,4,4,3,1,1,4,2,5,3
Usuario89688,5,5,4,1,3,2,3,2,4,3
Usuario89689,3,2,4,5,2,3,4,4,5,5
Usuario89690,2,5,2,5,1,4,2,1,1,2
Usuario89691,5,5,4,5,4,4,4,1,2,3
Usuario89692,4,3,3,4,3,5,3,2,3,1
Usuario89693,4,2,4,4,2,4,4,2,3,5
Usuario89694,4,5,5,3,2,1,2,3,2,1
Usuario89695,1,2,3,4,3,3,4,1,5,2
Usuario89696,3,1,1,1,5,3,2,4,2,1
Usuario89697,5,2,1,2,3,3,5,1,1,3
Usuario89698,5,1,2,2,2,5,2,5,3,4
Usuario89699,2,2,5,1,1,1,5,5,5,5
Usuario89700,4,5,5,1,1,2,2,2,1,1
Usuario89701,3,3,1,5,3,2,1,4,3,1
Usuario89702,5,2,1,3,4,5,5,1,2,3
Usuario89703,4,3,5,5,3,2,5,3,2,3
Usuario89704,1,5,3,2,2,5,2,4,4,5
Usuario89705,3,1,5,4,4,5,3,3,3,4
Usuario89706,1,1,2,1,4,4,1,5,3,4
Usuario89707,3,3,5,1,4,3,5,3,5,1
Usuario89708,2,5,1,2,5,4,2,1,3,1
Usuario89709,2,4,1,4,3,2,3,3,2,1
Usuario89710,2,2,1,4,3,5,1,5,5,3
Usuario89711,5,4,4,4,4,1,3,4,4,1
Usuario89712,1,3,4,5,5,5,1,3,1,4
Usuario89713,4,1,1,2,2,3,4,4,5,3
Usuario89714,2,1,1,3,5,4,3,2,1,4
Usuario89715,5,3,4,5,1,1,2,5,3,1
Usuario89716,5,3,4,5,4,4,2,3,4,4
Usuario89717,5,4,5,3,1,1,3,5,1,4
Usuario89718,3,1,1,3,4,4,2,5,3,1
Usuario89719,3,4,4,1,1,4,1,5,2,5
Usuario89720,1,5,1,4,3,2,2,5,4,1
Usuario89721,3,3,1,5,1,4,1,3,2,4
Usuario89722,5,2,4,4,4,2,3,5,2,2
Usuario89723,1,1,5,5,5,2,5,4,5,1
Usuario89724,5,3,4,5,5,3,4,3,1,1
Usuario89725,3,1,4,1,1,2,4,4,1,4
Usuario89726,5,4,5,2,2,5,4,3,2,3
Usuario89727,1,5,2,1,5,2,5,5,3,2
Usuario89728,1,3,4,5,3,2,4,3,4,5
Usuario89729,1,1,3,2,4,2,2,2,5,5
Usuario89730,2,1,5,1,4,4,3,3,5,4
Usuario89731,1,5,3,4,5,2,1,2,4,5
Usuario89732,5,3,5,3,2,4,3,1,4,4
Usuario89733,1,5,5,1,3,4,2,1,4,5
Usuario89734,4,1,3,5,4,5,2,4,5,3
Usuario89735,2,5,1,3,1,1,2,2,1,4
Usuario89736,4,1,1,2,4,5,3,4,5,5
Usuario89737,5,3,5,5,2,4,1,3,2,1
Usuario89738,2,2,3,4,4,3,2,5,1,3
Usuario89739,5,4,5,2,5,1,2,4,2,3
Usuario89740,2,2,1,1,4,5,1,5,2,5
Usuario89741,3,4,5,4,5,5,3,2,3,3
Usuario89742,5,3,4,3,3,5,4,4,5,5
Usuario89743,3,4,5,5,3,3,5,4,2,2
Usuario89744,5,5,3,2,5,5,1,2,4,1
Usuario89745,5,2,5,5,1,5,3,4,4,4
Usuario89746,3,2,4,4,3,4,1,1,2,3
Usuario89747,5,4,3,5,4,5,1,3,1,5
Usuario89748,5,5,1,5,5,1,2,2,2,5
Usuario89749,5,4,3,2,4,1,1,5,1,1
Usuario89750,4,2,5,1,2,4,2,3,3,2
Usuario89751,3,1,5,5,5,4,2,1,3,5
Usuario89752,4,2,3,4,5,5,1,3,2,4
Usuario89753,5,2,5,2,5,1,5,4,1,3
Usuario89754,2,1,2,2,3,2,1,5,3,4
Usuario89755,5,5,4,3,2,5,2,3,5,1
Usuario89756,1,4,5,1,5,1,2,3,1,5
Usuario89757,2,3,3,4,2,1,4,4,2,4
Usuario89758,1,2,4,1,4,5,2,5,3,1
Usuario89759,3,2,5,5,1,4,1,5,3,5
Usuario89760,3,1,1,2,2,4,5,3,1,5
Usuario89761,2,3,4,4,1,5,5,1,4,1
Usuario89762,1,1,4,1,3,5,4,1,4,2
Usuario89763,5,3,5,2,4,1,3,5,3,5
Usuario89764,1,2,2,2,1,2,5,5,2,3
Usuario89765,1,4,5,4,5,4,2,3,2,5
Usuario89766,3,5,3,5,4,1,5,4,3,4
Usuario89767,2,4,2,5,3,3,1,5,1,2
Usuario89768,4,3,4,1,1,4,2,2,3,3
Usuario89769,3,2,3,3,1,1,4,2,5,4
Usuario89770,5,3,1,5,3,5,4,1,4,3
Usuario89771,1,2,3,2,3,5,3,1,1,1
Usuario89772,5,4,5,2,2,2,5,5,5,3
Usuario89773,3,3,4,2,3,2,4,4,5,4
Usuario89774,1,4,3,5,3,3,5,3,1,4
Usuario89775,3,5,2,4,3,2,4,5,2,2
Usuario89776,1,2,4,1,3,2,3,3,1,1
Usuario89777,3,4,1,5,1,5,4,4,1,4
Usuario89778,4,1,5,5,5,4,2,5,1,4
Usuario89779,2,2,1,3,4,4,2,3,3,4
Usuario89780,3,3,4,4,3,1,5,4,1,3
Usuario89781,1,1,4,4,4,4,1,5,2,2
Usuario89782,5,2,1,1,4,2,5,1,1,4
Usuario89783,1,2,3,5,3,1,5,5,2,4
Usuario89784,1,3,5,3,5,3,3,5,2,2
Usuario89785,3,2,1,5,4,3,1,4,4,4
Usuario89786,1,4,5,1,2,2,4,4,2,3
Usuario89787,2,3,1,2,2,5,5,1,1,5
Usuario89788,3,4,5,5,1,1,1,3,1,3
Usuario89789,3,5,3,1,1,5,1,5,1,2
Usuario89790,4,1,2,4,5,1,2,3,5,5
Usuario89791,1,1,4,2,3,4,1,5,3,4
Usuario89792,3,3,3,2,2,4,4,5,5,3
Usuario89793,2,1,1,5,1,4,5,2,1,1
Usuario89794,3,3,3,5,3,3,1,1,1,5
Usuario89795,3,1,4,2,1,1,3,4,2,1
Usuario89796,4,3,4,5,4,1,5,5,1,4
Usuario89797,5,4,3,3,4,4,3,1,1,5
Usuario89798,5,5,5,1,1,4,1,1,3,2
Usuario89799,3,5,1,1,1,5,5,1,1,4
Usuario89800,2,4,1,1,4,2,5,5,4,3
Usuario89801,4,3,5,1,1,4,4,4,3,3
Usuario89802,2,2,5,5,1,1,5,3,2,1
Usuario89803,4,2,3,1,5,3,3,1,5,3
Usuario89804,4,2,3,1,5,1,2,5,5,4
Usuario89805,3,4,1,4,1,5,3,4,1,1
Usuario89806,3,1,4,3,3,5,5,3,1,4
Usuario89807,2,3,4,4,4,1,2,3,5,3
Usuario89808,1,1,2,1,3,4,1,3,3,5
Usuario89809,1,2,1,2,1,1,3,3,2,5
Usuario89810,4,3,5,5,4,4,1,4,4,5
Usuario89811,3,4,1,5,5,3,5,1,5,3
Usuario89812,4,1,5,5,4,4,5,5,5,5
Usuario89813,5,1,2,1,1,3,5,2,1,3
Usuario89814,4,5,5,1,1,2,5,3,4,2
Usuario89815,1,4,5,2,5,4,3,2,3,3
Usuario89816,1,3,2,1,1,5,3,5,2,1
Usuario89817,1,2,5,3,1,5,5,3,5,5
Usuario89818,3,1,4,4,4,5,1,4,3,1
Usuario89819,1,2,5,5,2,1,4,1,1,2
Usuario89820,1,5,2,3,4,3,2,4,2,2
Usuario89821,5,4,3,5,4,2,4,4,4,1
Usuario89822,1,3,1,2,2,4,1,5,3,3
Usuario89823,5,2,3,1,5,4,2,4,5,3
Usuario89824,1,4,2,1,1,4,3,4,2,2
Usuario89825,5,5,1,1,1,5,5,5,5,3
Usuario89826,1,1,3,4,3,4,2,5,1,3
Usuario89827,5,5,5,1,1,5,4,5,1,5
Usuario89828,5,2,1,1,2,3,5,3,5,2
Usuario89829,1,2,2,1,2,4,3,2,3,5
Usuario89830,3,5,5,4,2,3,4,1,2,5
Usuario89831,4,1,3,2,4,3,3,5,2,2
Usuario89832,4,1,4,3,4,2,3,5,4,5
Usuario89833,3,5,3,5,1,1,4,1,5,2
Usuario89834,1,3,3,5,1,5,1,3,5,4
Usuario89835,5,2,1,5,2,4,1,2,2,2
Usuario89836,4,1,4,3,2,2,2,4,5,5
Usuario89837,4,2,2,3,2,3,4,2,2,1
Usuario89838,4,5,5,4,2,4,3,4,2,5
Usuario89839,5,3,4,1,5,5,1,5,4,4
Usuario89840,2,2,1,1,5,3,1,4,5,1
Usuario89841,4,3,4,5,2,5,4,1,3,2
Usuario89842,1,4,1,1,4,2,1,1,2,4
Usuario89843,1,5,2,5,3,3,5,5,4,5
Usuario89844,5,2,3,4,1,4,1,2,5,4
Usuario89845,3,2,3,3,2,1,4,2,5,1
Usuario89846,2,4,1,5,1,2,1,5,1,2
Usuario89847,4,3,5,3,1,1,2,3,4,3
Usuario89848,5,5,3,4,1,1,3,1,1,5
Usuario89849,1,5,3,3,2,1,4,1,3,5
Usuario89850,4,2,2,3,1,4,1,4,5,2
Usuario89851,3,2,1,4,5,4,5,4,1,1
Usuario89852,2,5,3,4,1,5,4,4,5,1
Usuario89853,1,4,3,3,5,2,3,4,3,5
Usuario89854,1,4,5,5,2,2,2,5,4,5
Usuario89855,1,2,2,4,4,2,3,1,1,5
Usuario89856,1,2,2,2,1,5,1,1,4,5
Usuario89857,5,5,3,5,4,5,2,3,4,1
Usuario89858,3,5,4,2,2,4,3,2,4,1
Usuario89859,4,5,2,2,3,5,2,2,1,4
Usuario89860,2,2,1,2,4,5,3,1,2,1
Usuario89861,4,4,5,5,2,3,1,4,4,3
Usuario89862,1,1,3,4,4,4,2,2,3,2
Usuario89863,1,1,5,5,4,2,1,2,1,1
Usuario89864,1,1,5,1,2,5,3,3,3,2
Usuario89865,1,2,3,1,2,5,4,5,3,4
Usuario89866,1,5,5,3,2,2,1,5,1,5
Usuario89867,3,4,4,3,4,2,4,3,5,4
Usuario89868,5,4,3,3,2,5,5,1,5,2
Usuario89869,2,5,5,2,1,2,1,1,4,3
Usuario89870,5,3,2,3,4,4,2,3,5,3
Usuario89871,2,2,2,5,2,2,1,2,2,4
Usuario89872,5,4,5,1,4,2,3,3,2,1
Usuario89873,1,3,1,3,5,4,2,1,5,3
Usuario89874,5,5,2,3,4,1,3,4,5,2
Usuario89875,5,5,2,4,4,1,5,4,1,2
Usuario89876,5,3,1,5,2,5,2,4,2,2
Usuario89877,3,3,1,4,1,2,1,4,3,5
Usuario89878,5,4,2,2,4,2,4,5,4,5
Usuario89879,4,1,4,2,5,1,3,2,3,1
Usuario89880,5,3,3,2,2,5,1,3,1,1
Usuario89881,5,4,1,1,1,1,3,1,2,5
Usuario89882,5,4,2,4,1,3,1,3,1,4
Usuario89883,1,3,4,4,3,4,2,4,5,5
Usuario89884,1,4,1,5,1,4,5,4,1,4
Usuario89885,3,2,5,1,4,5,2,2,2,4
Usuario89886,4,3,5,3,4,4,2,4,3,1
Usuario89887,2,2,4,2,4,5,5,4,1,2
Usuario89888,2,4,2,4,5,4,2,5,2,4
Usuario89889,1,3,1,1,1,3,1,3,2,4
Usuario89890,1,3,5,3,3,5,5,1,5,3
Usuario89891,1,3,5,1,5,1,3,5,3,5
Usuario89892,2,5,2,3,4,3,5,4,5,1
Usuario89893,1,1,5,3,2,5,5,4,5,3
Usuario89894,5,2,5,3,1,5,2,4,2,5
Usuario89895,5,4,5,1,3,1,1,3,4,4
Usuario89896,4,2,5,3,2,3,1,1,2,5
Usuario89897,2,2,3,1,1,5,4,2,1,1
Usuario89898,4,1,2,2,3,4,2,3,2,4
Usuario89899,4,4,5,4,2,5,2,3,1,5
Usuario89900,2,3,3,2,5,3,5,5,3,4
Usuario89901,5,4,4,1,4,3,1,5,2,2
Usuario89902,2,3,1,1,4,2,3,5,5,4
Usuario89903,3,5,2,3,2,5,3,5,4,4
Usuario89904,2,4,3,2,3,4,1,4,3,3
Usuario89905,5,5,1,4,3,1,1,4,2,3
Usuario89906,1,3,2,5,2,5,3,2,3,1
Usuario89907,5,1,5,1,3,4,3,1,3,1
Usuario89908,2,3,3,2,5,3,3,5,4,3
Usuario89909,3,4,5,4,1,1,3,1,4,4
Usuario89910,1,3,5,2,3,2,4,4,4,1
Usuario89911,5,3,2,3,4,2,5,3,4,5
Usuario89912,4,4,1,5,2,5,3,2,3,4
Usuario89913,5,3,3,5,3,1,2,5,1,3
Usuario89914,3,3,2,2,5,5,1,5,3,3
Usuario89915,3,4,3,1,1,1,4,4,2,4
Usuario89916,4,2,2,2,4,5,5,1,3,3
Usuario89917,4,1,3,1,2,2,5,4,4,1
Usuario89918,4,4,4,5,1,3,5,1,4,4
Usuario89919,3,1,1,1,1,1,5,2,5,2
Usuario89920,5,5,3,2,2,3,5,5,2,1
Usuario89921,2,4,5,4,2,4,2,2,5,1
Usuario89922,1,4,1,1,1,2,4,4,3,1
Usuario89923,2,2,3,4,3,3,3,1,3,5
Usuario89924,3,5,3,3,5,4,4,2,5,1
Usuario89925,5,1,4,2,1,3,2,4,4,1
Usuario89926,3,1,3,2,5,3,1,4,4,5
Usuario89927,1,5,3,3,3,2,2,3,5,1
Usuario89928,4,2,4,1,4,4,2,2,5,5
Usuario89929,4,5,4,2,3,4,5,4,3,2
Usuario89930,5,1,5,5,4,2,1,4,4,5
Usuario89931,2,1,4,2,1,2,2,4,3,3
Usuario89932,2,4,1,3,1,2,2,5,1,5
Usuario89933,5,2,5,3,3,2,5,3,3,5
Usuario89934,2,1,3,4,1,5,5,1,3,3
Usuario89935,5,2,3,5,1,3,5,3,2,1
Usuario89936,2,2,4,2,1,3,1,2,5,3
Usuario89937,4,3,3,3,1,4,1,4,5,2
Usuario89938,1,2,5,5,3,1,5,1,4,5
Usuario89939,5,4,5,4,3,4,5,4,3,4
Usuario89940,3,4,3,2,3,5,4,4,2,3
Usuario89941,5,5,3,1,3,2,1,2,5,1
Usuario89942,2,1,1,2,3,3,3,4,1,5
Usuario89943,5,2,4,1,3,5,4,4,2,5
Usuario89944,3,5,3,4,1,5,2,4,3,3
Usuario89945,5,4,2,5,5,2,5,1,5,4
Usuario89946,4,4,5,1,5,1,1,5,1,1
Usuario89947,5,2,1,2,5,4,1,3,2,3
Usuario89948,4,4,2,4,4,2,4,4,5,2
Usuario89949,1,5,1,5,3,1,1,2,1,4
Usuario89950,2,1,3,4,3,1,5,3,4,2
Usuario89951,5,2,1,3,1,5,5,3,3,1
Usuario89952,5,3,1,1,1,5,3,5,1,2
Usuario89953,4,5,2,1,3,5,3,2,2,5
Usuario89954,3,4,5,2,2,3,1,3,3,4
Usuario89955,2,2,2,3,2,2,4,1,4,2
Usuario89956,4,2,5,2,3,1,3,1,4,1
Usuario89957,4,3,2,1,2,3,1,4,1,2
Usuario89958,5,5,5,1,1,5,5,1,3,5
Usuario89959,3,2,5,2,4,1,4,3,3,5
Usuario89960,4,5,2,3,4,4,5,3,5,4
Usuario89961,5,2,3,4,2,5,1,1,1,3
Usuario89962,3,5,4,2,4,1,2,4,2,5
Usuario89963,2,4,5,2,2,3,5,3,5,3
Usuario89964,2,3,2,1,2,1,2,2,3,5
Usuario89965,1,2,2,4,4,1,4,5,3,3
Usuario89966,1,1,1,3,4,5,5,5,1,5
Usuario89967,2,4,1,3,5,5,4,2,4,5
Usuario89968,3,3,1,1,2,3,4,5,5,2
Usuario89969,3,1,5,3,5,1,3,1,2,4
Usuario89970,5,1,1,2,1,2,4,4,1,4
Usuario89971,4,3,5,4,5,1,2,4,3,1
Usuario89972,5,4,4,3,1,1,2,5,4,5
Usuario89973,5,3,5,2,4,3,1,2,4,1
Usuario89974,2,4,5,1,4,3,3,5,5,4
Usuario89975,5,2,4,2,5,3,1,3,4,1
Usuario89976,2,3,3,3,2,2,2,3,3,3
Usuario89977,3,1,1,3,2,5,4,3,2,4
Usuario89978,4,4,1,2,3,4,1,5,2,5
Usuario89979,2,2,5,1,3,2,1,5,4,1
Usuario89980,3,2,3,1,5,2,1,1,2,5
Usuario89981,2,2,3,4,1,3,1,4,1,5
Usuario89982,5,2,5,2,3,3,3,1,2,5
Usuario89983,4,3,4,5,4,3,3,3,4,3
Usuario89984,3,5,5,1,4,1,5,1,3,1
Usuario89985,5,2,2,1,4,5,4,4,3,1
Usuario89986,4,1,5,2,1,1,2,1,4,3
Usuario89987,1,1,1,2,3,3,2,2,1,4
Usuario89988,4,1,1,2,4,3,3,4,4,4
Usuario89989,2,3,5,1,3,5,4,2,4,1
Usuario89990,4,2,5,5,3,1,3,5,3,2
Usuario89991,1,1,2,5,4,1,4,4,4,3
Usuario89992,2,1,1,5,4,3,3,1,1,1
Usuario89993,5,4,2,3,3,5,3,3,4,1
Usuario89994,5,4,3,2,5,3,4,3,2,3
Usuario89995,3,1,1,5,2,3,1,1,4,4
Usuario89996,5,5,3,4,4,2,5,1,1,3
Usuario89997,5,1,1,2,2,4,5,1,2,2
Usuario89998,5,4,3,1,4,5,4,4,2,2
Usuario89999,1,5,5,5,5,3,1,5,2,4
Usuario90000,2,4,1,2,5,1,2,4,1,3
Usuario90001,2,3,5,1,4,3,1,5,4,2
Usuario90002,1,4,2,5,4,2,4,5,5,3
Usuario90003,5,2,1,5,1,2,1,4,5,2
Usuario90004,4,4,4,3,1,4,4,1,3,4
Usuario90005,4,1,3,2,4,1,1,5,2,3
Usuario90006,5,2,1,4,3,2,5,1,3,3
Usuario90007,4,3,4,2,3,3,5,1,2,5
Usuario90008,2,5,2,5,1,5,2,4,2,2
Usuario90009,2,2,2,1,2,3,4,1,2,4
Usuario90010,3,1,4,4,4,5,1,1,3,4
Usuario90011,4,1,3,5,3,4,3,3,3,4
Usuario90012,5,5,3,3,5,1,4,5,1,4
Usuario90013,2,1,3,2,3,1,3,1,5,3
Usuario90014,4,4,5,2,3,4,2,2,5,3
Usuario90015,2,3,5,4,1,2,4,3,4,4
Usuario90016,1,4,3,3,3,5,3,5,5,4
Usuario90017,1,2,3,3,1,2,2,5,4,2
Usuario90018,4,1,5,2,4,2,5,1,5,5
Usuario90019,2,1,2,4,2,1,1,3,3,4
Usuario90020,1,5,1,3,2,3,5,1,2,4
Usuario90021,2,1,3,4,3,2,5,5,3,3
Usuario90022,5,4,5,4,4,5,3,1,2,3
Usuario90023,3,3,3,5,3,1,2,2,5,1
Usuario90024,1,4,1,4,1,5,4,4,4,2
Usuario90025,1,4,4,2,4,4,1,2,3,2
Usuario90026,3,5,3,2,3,3,3,5,1,2
Usuario90027,3,2,3,3,4,3,1,1,2,2
Usuario90028,5,2,1,5,3,4,4,2,2,5
Usuario90029,3,2,5,1,3,3,4,3,5,5
Usuario90030,3,5,1,1,4,5,5,3,4,3
Usuario90031,3,5,5,5,5,5,2,3,3,5
Usuario90032,4,5,5,5,4,3,1,1,4,2
Usuario90033,4,5,5,4,3,2,1,2,1,5
Usuario90034,3,2,4,5,1,3,4,2,5,3
Usuario90035,4,3,1,5,5,2,2,5,3,1
Usuario90036,1,3,4,4,1,1,1,4,4,5
Usuario90037,3,2,4,5,2,1,2,2,1,4
Usuario90038,3,4,4,1,3,4,2,1,4,3
Usuario90039,4,4,5,2,4,3,2,3,1,5
Usuario90040,1,4,4,3,5,1,1,4,1,3
Usuario90041,5,3,2,3,4,2,4,3,5,3
