Usuario,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10
Usuario7518,4,4,2,2,1,3,3,3,5,2
Usuario7519,1,2,1,2,2,4,2,5,4,5
Usuario7520,1,4,4,5,2,4,3,1,1,2
Usuario7521,5,5,2,4,1,2,4,5,5,1
Usuario7522,1,4,5,4,3,5,5,4,4,2
Usuario7523,4,3,5,4,3,2,1,2,5,1
Usuario7524,1,2,1,1,4,2,1,2,5,5
Usuario7525,2,2,4,1,1,3,2,2,5,1
Usuario7526,3,2,4,3,3,5,5,2,3,4
Usuario7527,4,3,3,4,3,2,4,3,1,4
Usuario7528,3,3,5,4,4,3,1,2,1,3
Usuario7529,5,1,5,1,5,5,3,4,3,4
Usuario7530,4,4,3,3,5,4,2,5,4,3
Usuario7531,4,3,5,5,1,5,3,4,4,4
Usuario7532,1,5,3,4,3,2,3,3,4,3
Usuario7533,2,2,2,5,2,4,2,5,5,2
Usuario7534,3,1,5,3,3,1,5,2,2,4
Usuario7535,2,4,3,5,5,4,1,2,3,3
Usuario7536,5,5,2,1,5,5,2,2,4,3
Usuario7537,5,4,4,2,2,5,4,4,4,5
Usuario7538,2,1,1,5,2,5,3,5,3,2
Usuario7539,2,4,1,5,3,2,3,1,4,4
Usuario7540,3,3,3,3,1,4,5,3,3,1
Usuario7541,1,2,3,5,3,2,2,4,4,2
Usuario7542,5,4,2,3,4,4,5,2,2,4
Usuario7543,5,4,2,2,5,3,3,5,3,1
Usuario7544,4,3,2,3,4,2,2,4,4,5
Usuario7545,4,3,4,4,4,5,4,2,2,1
Usuario7546,5,3,4,2,2,1,4,2,4,2
Usuario7547,4,2,3,4,1,1,5,1,3,5
Usuario7548,3,4,3,5,4,3,5,1,3,4
Usuario7549,2,2,4,3,3,4,1,3,3,1
Usuario7550,5,1,5,5,5,1,2,3,1,5
Usuario7551,4,4,1,5,3,2,2,1,4,4
Usuario7552,4,1,3,5,1,1,3,3,5,1
Usuario7553,5,2,3,4,4,1,4,1,5,1
Usuario7554,3,4,1,5,1,3,4,2,1,3
Usuario7555,4,5,1,2,4,4,5,2,3,5
Usuario7556,2,1,2,4,1,5,5,5,3,2
Usuario7557,2,1,4,3,1,4,5,4,3,2
Usuario7558,4,1,4,2,1,5,1,5,3,5
Usuario7559,3,3,3,4,1,5,3,1,3,1
Usuario7560,4,5,2,4,2,1,3,1,4,5
Usuario7561,3,1,1,4,2,2,4,5,3,5
Usuario7562,4,1,2,2,4,1,1,3,3,3
Usuario7563,1,1,5,1,5,1,1,5,3,1
Usuario7564,1,2,2,1,1,4,4,2,5,2
Usuario7565,1,2,2,1,4,5,5,1,1,3
Usuario7566,1,1,1,5,5,1,1,1,5,5
Usuario7567,1,5,3,2,3,4,3,3,1,4
Usuario7568,2,1,5,4,4,3,3,5,2,2
Usuario7569,4,3,5,2,5,2,4,5,3,5
Usuario7570,1,1,2,5,2,4,4,4,1,5
Usuario7571,5,2,1,4,2,5,4,2,2,2
Usuario7572,4,2,2,5,3,5,4,3,3,5
Usuario7573,5,4,2,2,1,5,3,3,3,1
Usuario7574,1,3,3,1,2,2,2,4,3,2
Usuario7575,3,3,3,1,4,4,5,2,3,5
Usuario7576,5,4,4,1,4,5,5,4,4,4
Usuario7577,4,3,1,1,4,4,3,1,2,2
Usuario7578,5,1,4,4,2,2,3,2,4,5
Usuario7579,5,1,4,5,5,1,1,4,5,3
Usuario7580,4,1,1,2,5,1,5,1,2,1
Usuario7581,1,1,3,1,1,3,1,3,2,1
Usuario7582,5,1,1,2,2,1,5,5,5,1
Usuario7583,2,2,3,4,2,2,2,3,5,4
Usuario7584,5,3,2,3,2,5,2,1,5,2
Usuario7585,1,2,2,5,1,2,4,2,2,3
Usuario7586,5,2,3,3,4,5,4,5,2,1
Usuario7587,3,2,5,2,4,2,1,5,2,4
Usuario7588,5,3,2,4,5,4,3,2,4,3
Usuario7589,2,4,5,5,1,3,2,2,2,1
Usuario7590,4,5,5,1,4,3,1,2,1,5
Usuario7591,2,3,5,3,2,1,2,2,3,5
Usuario7592,4,5,5,4,2,1,2,2,2,2
Usuario7593,2,2,5,3,1,5,5,5,3,3
Usuario7594,4,4,5,1,1,3,5,1,5,2
Usuario7595,3,1,1,4,1,2,5,4,5,5
Usuario7596,1,4,2,2,3,1,4,1,5,3
Usuario7597,4,5,4,2,3,5,5,3,2,5
Usuario7598,5,1,2,3,5,2,1,4,3,5
Usuario7599,5,3,5,3,5,3,2,2,2,1
Usuario7600,3,2,3,5,5,3,4,2,4,3
Usuario7601,2,2,2,1,1,4,5,4,3,1
Usuario7602,4,2,3,1,1,3,2,4,5,2
Usuario7603,1,1,3,5,2,1,5,4,4,2
Usuario7604,4,2,2,2,5,2,2,2,2,3
Usuario7605,1,2,3,5,2,5,4,1,2,3
Usuario7606,1,2,4,2,5,3,4,4,5,2
Usuario7607,1,3,1,5,4,1,4,5,3,4
Usuario7608,1,2,5,3,2,4,1,1,3,1
Usuario7609,3,1,2,1,5,1,3,1,4,5
Usuario7610,1,4,1,3,4,4,3,4,1,2
Usuario7611,3,2,5,3,1,4,4,2,4,1
Usuario7612,3,5,1,1,5,5,4,3,3,5
Usuario7613,3,4,1,2,2,5,1,5,4,3
Usuario7614,4,3,1,3,5,1,2,2,4,2
Usuario7615,5,5,2,2,1,2,1,3,4,3
Usuario7616,2,1,1,1,5,3,2,5,5,4
Usuario7617,2,5,2,3,1,5,5,3,2,5
Usuario7618,1,2,2,2,1,5,5,3,5,5
Usuario7619,1,2,3,4,4,1,5,2,1,3
Usuario7620,5,5,5,1,1,3,5,1,4,3
Usuario7621,4,5,5,3,5,5,1,2,2,4
Usuario7622,5,1,2,2,3,1,4,1,3,1
Usuario7623,5,5,5,1,5,2,3,1,3,3
Usuario7624,4,5,5,1,5,2,5,4,2,2
Usuario7625,4,4,4,5,3,5,5,3,4,1
Usuario7626,4,4,4,1,5,4,2,4,3,5
Usuario7627,5,3,2,2,3,1,3,1,1,1
Usuario7628,5,1,1,5,5,3,5,2,1,3
Usuario7629,1,3,2,3,2,2,3,3,5,5
Usuario7630,3,4,4,2,2,3,5,1,4,5
Usuario7631,1,5,2,5,1,1,3,2,4,3
Usuario7632,1,4,3,2,1,2,4,1,4,5
Usuario7633,3,2,2,1,5,5,1,5,5,2
Usuario7634,2,2,2,2,4,2,2,5,3,3
Usuario7635,5,1,3,4,4,3,2,2,1,2
Usuario7636,1,2,3,4,4,1,4,3,5,5
Usuario7637,5,2,4,3,1,3,3,2,2,3
Usuario7638,5,2,1,3,3,4,5,4,3,1
Usuario7639,3,5,3,5,2,1,5,4,2,4
Usuario7640,4,1,2,1,1,3,4,3,2,4
Usuario7641,4,5,4,5,2,5,3,4,2,1
Usuario7642,1,3,3,3,2,3,2,1,4,2
Usuario7643,5,4,2,4,3,4,3,1,4,4
Usuario7644,2,5,5,5,3,5,3,4,4,1
Usuario7645,1,1,4,5,1,5,5,5,2,5
Usuario7646,3,2,3,4,3,5,2,2,2,4
Usuario7647,2,2,4,4,2,1,4,4,1,1
Usuario7648,5,3,5,5,4,1,3,1,5,5
Usuario7649,2,1,5,2,1,5,4,5,4,4
Usuario7650,1,5,3,4,1,4,4,3,5,1
Usuario7651,3,4,3,2,5,3,3,2,1,5
Usuario7652,4,2,5,2,4,1,4,3,2,4
Usuario7653,1,5,5,3,1,4,1,2,2,5
Usuario7654,1,2,1,1,1,3,1,4,2,1
Usuario7655,1,4,4,3,5,4,4,5,1,3
Usuario7656,4,3,3,3,2,2,2,5,1,4
Usuario7657,4,3,5,2,1,2,5,5,5,1
Usuario7658,3,2,5,1,2,4,4,1,5,2
Usuario7659,3,5,2,5,5,1,1,4,1,1
Usuario7660,4,5,1,5,1,3,3,4,1,1
Usuario7661,4,3,5,4,5,5,1,1,1,2
Usuario7662,5,3,2,2,5,5,5,4,4,1
Usuario7663,5,5,5,2,2,4,1,5,4,4
Usuario7664,1,2,2,3,1,1,5,1,4,3
Usuario7665,5,1,1,1,2,1,5,4,1,4
Usuario7666,3,5,1,1,3,5,1,3,3,3
Usuario7667,1,3,4,1,4,4,1,5,1,4
Usuario7668,4,4,3,4,1,2,1,3,5,1
Usuario7669,1,3,1,5,3,1,3,2,3,2
Usuario7670,2,3,4,4,3,4,3,1,5,2
Usuario7671,1,5,3,5,3,4,2,1,4,2
Usuario7672,5,2,1,5,4,3,1,2,4,1
Usuario7673,1,1,3,5,5,5,4,5,5,2
Usuario7674,3,3,2,5,3,2,5,4,3,1
Usuario7675,1,4,1,2,2,4,1,3,1,5
Usuario7676,5,1,2,5,4,4,3,1,2,5
Usuario7677,2,4,4,1,4,5,1,1,5,3
Usuario7678,4,2,3,4,1,3,3,1,5,5
Usuario7679,3,4,5,5,1,2,4,2,4,1
Usuario7680,1,1,4,1,1,4,3,4,4,2
Usuario7681,1,4,2,1,2,3,5,4,1,2
Usuario7682,1,2,2,4,2,3,2,3,2,2
Usuario7683,5,5,2,1,4,1,3,2,2,2
Usuario7684,2,1,2,4,4,5,3,1,5,3
Usuario7685,1,5,4,4,2,5,4,3,3,1
Usuario7686,3,1,4,5,2,5,1,2,3,2
Usuario7687,4,1,1,5,5,5,3,3,4,2
Usuario7688,5,5,1,1,4,2,2,5,2,4
Usuario7689,5,1,3,4,1,2,5,1,1,4
Usuario7690,4,1,1,2,3,5,2,5,5,1
Usuario7691,4,5,3,4,5,1,2,5,4,1
Usuario7692,1,1,5,2,4,2,2,4,5,1
Usuario7693,3,5,4,2,1,4,2,2,5,1
Usuario7694,1,4,1,3,3,4,3,2,4,5
Usuario7695,5,3,4,3,3,3,5,5,2,3
Usuario7696,5,1,5,1,1,3,3,2,3,5
Usuario7697,5,2,5,1,4,3,5,5,1,3
Usuario7698,3,2,3,3,1,3,4,1,3,4
Usuario7699,4,5,1,4,1,2,2,3,4,2
Usuario7700,3,4,4,4,4,4,4,2,2,1
Usuario7701,1,1,1,1,2,3,5,2,4,4
Usuario7702,3,1,1,3,4,3,1,5,1,3
Usuario7703,2,4,4,5,2,4,1,4,5,2
Usuario7704,2,4,5,4,2,3,2,3,2,2
Usuario7705,2,1,5,2,1,2,2,4,5,5
Usuario7706,2,1,3,5,3,5,1,4,3,1
Usuario7707,1,5,3,2,2,4,1,4,4,3
Usuario7708,1,1,3,4,3,2,3,5,1,5
Usuario7709,4,4,3,3,5,2,1,3,1,1
Usuario7710,4,5,5,2,3,2,1,1,2,3
Usuario7711,3,3,2,1,5,2,1,2,4,1
Usuario7712,1,2,1,5,1,4,2,1,1,1
Usuario7713,1,4,3,5,2,5,2,5,1,5
Usuario7714,5,1,5,4,5,2,4,3,5,3
Usuario7715,4,5,4,3,5,4,2,5,3,1
Usuario7716,3,4,2,1,2,2,2,4,2,4
Usuario7717,3,2,5,5,1,4,3,1,5,1
Usuario7718,2,1,1,3,3,1,5,5,2,5
Usuario7719,5,5,1,3,1,1,5,1,1,3
Usuario7720,2,1,3,2,2,4,4,3,5,3
Usuario7721,4,5,4,4,4,1,4,1,3,4
Usuario7722,3,3,1,3,2,4,3,3,4,5
Usuario7723,5,4,1,3,4,1,1,2,3,3
Usuario7724,4,4,2,2,4,2,5,1,1,1
Usuario7725,2,2,2,2,4,3,1,5,3,5
Usuario7726,5,3,2,3,2,2,2,4,5,2
Usuario7727,2,4,3,1,1,4,2,1,1,5
Usuario7728,1,3,5,1,3,2,4,2,1,2
Usuario7729,5,2,5,3,1,1,3,2,5,5
Usuario7730,3,2,2,1,4,3,3,4,3,2
Usuario7731,3,5,4,2,2,1,3,5,1,2
Usuario7732,1,1,1,4,4,3,5,3,2,5
Usuario7733,1,1,3,3,4,5,2,3,4,1
Usuario7734,1,1,5,2,4,5,3,1,2,2
Usuario7735,3,4,2,5,4,3,1,4,1,3
Usuario7736,1,2,5,4,5,4,1,5,1,3
Usuario7737,1,2,5,5,5,3,1,2,4,4
Usuario7738,1,5,5,5,2,4,3,1,5,2
Usuario7739,2,2,4,2,2,3,4,5,4,4
Usuario7740,4,2,3,4,3,2,1,4,1,4
Usuario7741,3,2,2,1,4,3,3,3,4,4
Usuario7742,2,1,2,5,3,2,5,4,5,5
Usuario7743,4,3,2,5,5,2,2,4,5,3
Usuario7744,3,2,2,1,3,4,2,3,4,2
Usuario7745,3,1,1,4,3,4,2,3,4,4
Usuario7746,2,2,2,3,3,3,5,2,1,2
Usuario7747,4,3,2,3,5,3,4,4,4,4
Usuario7748,3,4,2,4,1,2,2,5,2,4
Usuario7749,5,3,4,2,3,4,2,4,4,2
Usuario7750,1,3,3,2,3,1,3,5,3,3
Usuario7751,5,1,4,2,2,3,2,1,4,3
Usuario7752,3,2,4,1,3,3,1,4,1,5
Usuario7753,1,2,5,3,3,4,1,3,1,5
Usuario7754,5,1,4,4,5,3,4,3,5,5
Usuario7755,5,4,3,4,4,2,4,5,2,2
Usuario7756,5,3,5,2,2,4,2,5,1,2
Usuario7757,2,3,3,1,1,5,5,3,2,1
Usuario7758,2,5,2,3,5,5,4,2,5,2
Usuario7759,1,2,4,2,5,5,4,4,5,4
Usuario7760,4,3,5,3,5,3,1,1,3,1
Usuario7761,1,4,2,4,1,1,3,3,3,5
Usuario7762,5,3,2,4,1,4,3,5,4,4
Usuario7763,4,2,4,3,4,2,5,2,2,4
Usuario7764,3,4,1,5,2,5,5,5,1,1
Usuario7765,5,3,4,1,2,2,2,5,2,3
Usuario7766,5,4,2,2,5,5,5,4,2,4
Usuario7767,3,2,3,3,1,4,3,1,3,1
Usuario7768,2,2,5,3,5,5,5,3,4,5
Usuario7769,2,1,4,5,5,4,3,5,2,2
Usuario7770,5,4,2,5,4,4,4,5,3,3
Usuario7771,1,2,1,1,3,4,4,1,5,1
Usuario7772,3,1,5,3,4,3,2,1,4,1
Usuario7773,5,3,3,3,2,2,2,5,1,1
Usuario7774,5,3,1,2,1,2,1,4,4,4
Usuario7775,2,2,3,1,2,5,5,1,4,3
Usuario7776,5,3,4,4,2,3,4,2,4,2
Usuario7777,4,3,2,3,1,1,1,2,5,5
Usuario7778,3,5,3,1,1,4,1,2,4,2
Usuario7779,5,3,3,5,2,4,2,1,1,2
Usuario7780,1,5,2,2,1,5,5,1,3,1
Usuario7781,2,3,5,4,1,4,3,4,4,3
Usuario7782,4,1,3,1,2,3,1,3,3,3
Usuario7783,2,2,4,3,3,1,4,1,3,3
Usuario7784,5,3,1,5,1,1,5,4,4,4
Usuario7785,2,5,1,1,5,1,2,1,2,1
Usuario7786,5,2,5,5,4,5,5,1,1,3
Usuario7787,4,4,3,1,4,1,5,4,5,3
Usuario7788,3,3,1,3,4,1,2,4,1,5
Usuario7789,2,5,4,3,1,4,1,3,3,3
Usuario7790,1,2,2,1,2,4,5,1,1,1
Usuario7791,5,5,2,3,5,1,4,5,2,1
Usuario7792,5,3,5,2,3,2,3,1,3,2
Usuario7793,5,3,2,1,3,4,3,3,4,1
Usuario7794,3,1,2,5,4,4,2,1,5,3
Usuario7795,1,4,2,2,3,5,4,2,3,3
Usuario7796,4,5,1,1,4,2,4,3,1,1
Usuario7797,3,5,4,2,2,3,5,5,2,3
Usuario7798,2,2,1,2,1,2,4,4,2,2
Usuario7799,5,5,4,3,2,3,4,4,2,4
Usuario7800,1,2,4,5,1,5,4,4,2,2
Usuario7801,3,5,5,4,3,1,2,4,3,5
Usuario7802,2,5,3,3,4,3,2,3,1,5
Usuario7803,5,1,2,1,5,1,2,4,1,4
Usuario7804,2,3,5,3,2,3,3,1,5,2
Usuario7805,3,1,4,4,3,2,5,3,4,1
Usuario7806,1,1,1,5,4,1,1,1,3,4
Usuario7807,2,3,1,1,5,1,5,3,4,1
Usuario7808,3,1,5,1,5,4,3,4,3,2
Usuario7809,2,3,4,5,3,5,1,2,1,1
Usuario7810,5,3,5,3,3,4,3,5,2,2
Usuario7811,5,5,3,5,2,5,1,2,5,4
Usuario7812,4,3,1,3,2,5,4,5,5,1
Usuario7813,3,4,2,4,4,5,5,3,1,5
Usuario7814,4,1,2,2,3,2,3,2,2,3
Usuario7815,4,1,3,2,1,3,5,4,3,3
Usuario7816,4,1,2,2,1,1,2,2,4,1
Usuario7817,4,2,1,4,4,4,2,3,2,5
Usuario7818,1,4,5,1,3,4,3,3,2,3
Usuario7819,2,2,5,5,4,5,5,1,4,4
Usuario7820,3,3,4,5,2,5,3,5,3,4
Usuario7821,1,3,1,3,1,4,1,1,1,1
Usuario7822,1,5,4,3,2,2,3,5,4,4
Usuario7823,2,3,2,5,4,3,2,5,3,5
Usuario7824,1,2,1,2,4,1,3,3,4,4
Usuario7825,2,5,4,4,4,4,1,4,1,2
Usuario7826,2,2,2,2,1,1,2,3,2,1
Usuario7827,3,4,5,4,4,5,3,2,4,2
Usuario7828,2,5,5,4,4,5,1,1,1,5
Usuario7829,3,3,3,3,1,1,3,2,4,4
Usuario7830,1,1,1,4,2,4,4,4,1,5
Usuario7831,5,1,5,3,4,1,3,1,1,2
Usuario7832,1,3,5,2,3,5,4,2,2,5
Usuario7833,2,2,5,2,1,1,3,4,3,4
Usuario7834,2,3,5,1,2,3,3,2,4,4
Usuario7835,1,1,3,2,4,1,3,3,5,2
Usuario7836,5,5,2,2,4,3,4,2,5,3
Usuario7837,5,3,1,5,3,5,3,5,5,1
Usuario7838,5,3,4,4,5,1,1,5,1,5
Usuario7839,5,4,3,4,2,3,4,1,2,1
Usuario7840,3,4,4,5,3,4,2,5,3,1
Usuario7841,4,3,1,4,3,2,1,5,5,3
Usuario7842,2,4,4,3,4,1,4,2,1,5
Usuario7843,3,4,4,4,3,2,1,1,3,2
Usuario7844,2,5,5,2,4,2,4,2,3,2
Usuario7845,5,4,4,2,1,5,1,4,1,5
Usuario7846,1,2,5,1,4,5,3,3,4,1
Usuario7847,2,1,2,3,5,2,5,3,1,2
Usuario7848,3,5,1,5,5,4,5,4,1,4
Usuario7849,5,2,2,3,2,1,5,4,3,2
Usuario7850,5,2,2,1,3,5,4,1,2,1
Usuario7851,5,5,2,5,2,2,2,3,5,4
Usuario7852,3,1,1,4,3,5,5,3,5,3
Usuario7853,5,2,5,2,1,5,1,4,5,2
Usuario7854,2,2,5,2,3,4,1,2,5,4
Usuario7855,2,5,4,5,3,4,3,3,2,1
Usuario7856,4,1,3,3,1,2,5,5,2,3
Usuario7857,1,5,5,5,5,4,5,4,1,5
Usuario7858,4,1,4,3,2,5,5,1,1,5
Usuario7859,1,5,5,3,1,5,3,3,3,2
Usuario7860,1,5,1,1,5,2,2,5,5,4
Usuario7861,3,2,5,4,2,5,5,2,5,5
Usuario7862,3,4,1,4,3,4,4,4,2,2
Usuario7863,3,4,2,5,5,2,5,5,5,1
Usuario7864,4,4,3,3,4,5,4,4,4,5
Usuario7865,1,1,4,4,3,3,1,3,1,4
Usuario7866,2,2,2,3,2,2,4,4,2,2
Usuario7867,2,2,4,5,3,5,2,3,2,3
Usuario7868,3,1,4,2,4,1,3,1,4,1
Usuario7869,5,1,4,1,5,3,4,2,1,2
Usuario7870,3,2,1,2,3,4,3,3,2,2
Usuario7871,5,2,3,2,5,3,4,2,5,3
Usuario7872,2,1,2,3,3,3,3,1,5,4
Usuario7873,1,3,3,3,4,5,1,5,5,2
Usuario7874,5,3,4,2,4,4,4,5,4,4
Usuario7875,3,1,2,5,5,5,2,2,4,4
Usuario7876,5,2,3,5,4,4,5,2,3,4
Usuario7877,2,2,1,4,2,4,2,3,5,1
Usuario7878,5,4,4,3,3,5,3,5,5,3
Usuario7879,1,3,3,2,4,5,1,4,1,3
Usuario7880,3,5,3,5,1,2,4,4,4,4
Usuario7881,2,1,1,5,5,2,3,1,1,4
Usuario7882,5,3,2,5,3,5,3,5,3,1
Usuario7883,5,1,5,5,5,1,4,1,4,4
Usuario7884,3,4,3,1,5,3,4,5,5,3
Usuario7885,2,1,5,2,2,2,1,3,1,1
Usuario7886,4,3,5,4,4,5,1,3,1,3
Usuario7887,3,3,4,2,2,1,1,5,4,1
Usuario7888,4,5,5,5,4,1,1,1,5,5
Usuario7889,3,2,5,1,4,4,2,3,3,5
Usuario7890,2,2,1,5,3,5,1,2,4,2
Usuario7891,5,4,2,3,1,2,3,2,1,3
Usuario7892,1,5,1,3,1,4,5,4,5,2
Usuario7893,5,5,2,4,4,1,2,5,3,5
Usuario7894,1,5,3,2,5,2,3,1,4,2
Usuario7895,3,4,5,5,4,2,5,1,1,5
Usuario7896,1,3,3,5,4,2,3,5,5,3
Usuario7897,4,3,4,1,4,1,2,5,5,4
Usuario7898,5,3,5,3,4,2,2,1,5,4
Usuario7899,4,2,5,5,4,4,4,1,4,2
Usuario7900,3,4,3,5,5,5,5,5,2,1
Usuario7901,2,4,2,3,1,4,4,1,5,5
Usuario7902,3,5,5,4,3,1,2,4,4,4
Usuario7903,3,4,2,3,3,1,3,3,4,2
Usuario7904,2,1,5,2,4,5,3,1,4,4
Usuario7905,2,5,1,4,5,5,3,3,1,2
Usuario7906,4,2,4,5,1,5,4,3,2,2
Usuario7907,2,2,5,1,5,3,1,4,2,5
Usuario7908,3,2,2,2,4,1,1,5,3,2
Usuario7909,5,1,5,4,3,3,1,1,3,5
Usuario7910,3,2,1,3,4,4,3,4,2,4
Usuario7911,1,1,3,3,2,1,2,4,1,2
Usuario7912,4,1,5,3,3,2,3,4,4,1
Usuario7913,5,2,4,5,2,4,3,4,3,1
Usuario7914,4,2,1,1,5,3,3,1,3,1
Usuario7915,2,3,4,4,5,4,3,4,5,4
Usuario7916,4,5,2,2,5,4,1,5,4,2
Usuario7917,1,5,5,5,2,5,5,4,5,3
Usuario7918,5,1,4,1,4,4,4,3,5,4
Usuario7919,3,2,2,3,4,2,4,5,4,3
Usuario7920,4,2,2,4,5,1,5,2,2,3
Usuario7921,1,1,3,5,4,5,4,3,4,1
Usuario7922,2,1,5,2,2,3,2,4,1,1
Usuario7923,1,2,1,2,2,2,2,2,4,3
Usuario7924,2,5,4,5,1,2,5,2,1,5
Usuario7925,2,5,5,3,5,5,2,1,1,5
Usuario7926,5,4,3,3,5,3,5,3,5,1
Usuario7927,4,1,2,1,3,4,3,4,1,2
Usuario7928,5,4,2,4,3,2,3,3,4,4
Usuario7929,3,1,3,4,4,4,5,2,3,4
Usuario7930,2,3,3,2,3,2,5,2,5,5
Usuario7931,2,5,4,2,1,3,2,5,3,3
Usuario7932,5,3,2,1,4,3,5,4,5,2
Usuario7933,3,4,1,2,2,1,1,3,3,1
Usuario7934,1,4,3,3,2,4,2,1,4,2
Usuario7935,2,4,2,3,5,4,4,1,2,3
Usuario7936,2,5,3,3,1,5,2,3,4,3
Usuario7937,2,1,1,4,4,4,4,4,4,3
Usuario7938,5,1,4,3,1,5,4,2,3,5
Usuario7939,5,1,1,4,3,1,5,5,5,2
Usuario7940,4,1,4,2,2,2,2,3,3,1
Usuario7941,3,2,3,4,3,3,4,1,1,1
Usuario7942,1,3,5,2,4,4,4,4,5,1
Usuario7943,5,4,5,2,3,3,1,1,5,1
Usuario7944,1,1,3,4,2,1,5,2,4,5
Usuario7945,4,1,4,2,4,2,3,3,3,4
Usuario7946,2,2,3,3,5,3,5,3,5,4
Usuario7947,3,1,5,4,5,2,2,5,3,1
Usuario7948,5,5,1,3,3,5,2,1,5,1
Usuario7949,1,3,3,3,2,3,2,4,3,3
Usuario7950,2,3,2,2,5,5,5,3,3,4
Usuario7951,3,4,4,1,2,3,1,4,4,2
Usuario7952,1,3,2,5,2,2,1,3,1,3
Usuario7953,4,3,3,5,4,3,4,3,5,1
Usuario7954,5,3,3,5,1,1,3,2,1,1
Usuario7955,1,3,3,5,5,1,5,5,4,5
Usuario7956,1,3,3,3,2,2,5,5,1,1
Usuario7957,3,4,2,5,1,3,3,1,3,4
Usuario7958,3,5,3,3,1,2,3,3,3,1
Usuario7959,1,2,3,2,4,3,2,1,3,5
Usuario7960,3,2,1,5,5,5,4,1,4,4
Usuario7961,4,2,5,3,1,1,2,3,1,1
Usuario7962,1,5,1,2,1,2,3,4,4,4
Usuario7963,3,5,2,4,5,4,2,1,4,2
Usuario7964,5,2,1,4,5,1,5,4,5,5
Usuario7965,3,2,2,4,4,4,1,5,1,4
Usuario7966,5,2,4,5,4,1,5,1,1,4
Usuario7967,2,3,4,5,4,3,4,2,3,4
Usuario7968,5,5,5,2,4,4,1,1,5,5
Usuario7969,2,2,2,5,5,2,4,2,4,4
Usuario7970,4,3,3,1,1,2,3,5,4,1
Usuario7971,1,2,2,2,2,3,4,2,3,3
Usuario7972,5,1,4,2,1,2,1,3,1,5
Usuario7973,5,3,5,3,3,5,4,2,4,3
Usuario7974,4,4,5,3,4,2,4,5,4,2
Usuario7975,1,5,1,4,2,4,3,2,2,3
Usuario7976,3,5,2,5,5,1,5,5,4,4
Usuario7977,5,4,2,1,4,1,5,3,4,4
Usuario7978,3,2,4,4,4,1,2,2,5,5
Usuario7979,2,1,3,4,3,3,3,5,3,4
Usuario7980,3,5,2,5,4,4,2,5,4,5
Usuario7981,5,5,2,4,2,5,2,3,3,5
Usuario7982,3,5,3,1,4,2,1,1,2,5
Usuario7983,1,3,4,1,2,4,4,1,1,1
Usuario7984,5,5,1,3,4,1,2,1,3,1
Usuario7985,3,5,2,4,1,5,5,4,2,5
Usuario7986,5,4,4,4,1,2,4,4,1,4
Usuario7987,1,3,1,5,5,3,2,4,5,5
Usuario7988,3,5,3,3,3,1,4,2,1,5
Usuario7989,2,5,2,5,2,5,5,5,2,2
Usuario7990,3,2,5,4,4,2,1,4,3,1
Usuario7991,3,4,3,1,3,5,1,3,1,4
Usuario7992,5,3,2,1,2,1,5,2,4,5
Usuario7993,1,3,4,3,3,1,4,3,5,2
Usuario7994,4,1,2,1,1,4,2,4,1,2
Usuario7995,4,4,5,4,3,1,4,2,5,4
Usuario7996,1,1,1,1,4,3,2,1,2,2
Usuario7997,3,2,4,4,5,5,1,5,5,1
Usuario7998,4,1,4,5,4,2,3,3,2,4
Usuario7999,4,1,5,2,1,3,3,4,1,1
Usuario8000,2,1,4,4,1,1,3,3,3,2
Usuario8001,4,2,3,3,3,5,5,5,1,1
Usuario8002,1,5,3,4,5,3,2,4,5,4
Usuario8003,5,2,4,2,3,4,2,4,2,4
Usuario8004,2,3,5,4,5,5,5,2,1,4
Usuario8005,5,3,5,1,4,3,5,5,2,3
Usuario8006,2,5,5,3,3,1,4,4,4,1
Usuario8007,5,5,2,5,3,2,5,4,4,5
Usuario8008,1,1,3,2,4,3,5,4,1,4
Usuario8009,5,2,2,3,5,2,1,4,3,3
Usuario8010,3,2,2,4,5,1,3,1,4,2
Usuario8011,1,1,3,1,4,4,1,2,5,5
Usuario8012,3,1,3,2,3,1,4,3,1,3
Usuario8013,2,2,5,4,5,4,2,4,5,1
Usuario8014,2,5,5,3,3,4,2,3,5,1
Usuario8015,4,4,5,3,3,1,2,5,2,2
Usuario8016,4,1,5,2,4,1,4,1,4,2
Usuario8017,5,4,3,2,3,1,3,3,1,3
Usuario8018,1,4,3,3,4,3,3,1,1,3
Usuario8019,5,1,3,5,4,5,2,5,2,3
Usuario8020,3,5,4,3,3,4,3,1,4,5
Usuario8021,2,2,2,1,2,5,4,2,4,1
Usuario8022,5,3,2,1,5,4,5,2,2,5
Usuario8023,1,3,3,3,4,4,2,1,1,3
Usuario8024,5,2,2,5,1,4,2,5,1,4
Usuario8025,3,3,3,2,4,5,5,3,5,2
Usuario8026,3,2,1,1,5,1,2,4,2,4
Usuario8027,1,4,1,3,1,5,5,3,4,5
Usuario8028,2,3,4,3,1,1,4,4,5,5
Usuario8029,1,2,5,1,1,2,1,1,1,2
Usuario8030,4,5,4,5,5,5,4,5,1,2
Usuario8031,2,2,1,1,4,1,5,3,1,2
Usuario8032,2,3,2,1,3,4,3,4,4,5
